"NAME";"ORIGINAL SIZE";"AFTER RESTRICTING TO DATASET";"STATUS"
"LEUKOTRIENE_CATABOLIC_PROCESS (GO:0036100)";6;NA;"Rejected!"
"LEUKOTRIENE_D4_BIOSYNTHETIC_PROCESS (GO:1901750)";10;NA;"Rejected!"
"LEUKOTRIENE_D4_METABOLIC_PROCESS (GO:1901748)";12;NA;"Rejected!"
"LEUKOTRIENE_METABOLIC_PROCESS (GO:0006691)";34;26;""
"LEUKOTRIENE_SIGNALING_PATHWAY (GO:0061737)";5;NA;"Rejected!"
"LEUKOTRIENE_TRANSPORT (GO:0071716)";7;NA;"Rejected!"
"LEYDIG_CELL_DIFFERENTIATION (GO:0033327)";11;NA;"Rejected!"
"LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY (GO:1990806)";46;38;""
"LIMBIC_SYSTEM_DEVELOPMENT (GO:0021761)";126;108;""
"LIMB_BUD_FORMATION (GO:0060174)";9;NA;"Rejected!"
"LIMB_JOINT_MORPHOGENESIS (GO:0036022)";7;NA;"Rejected!"
"LINOLEIC_ACID_METABOLIC_PROCESS (GO:0043651)";22;18;""
"LIPID_BIOSYNTHETIC_PROCESS (GO:0008610)";749;NA;"Rejected!"
"LIPID_CATABOLIC_PROCESS (GO:0016042)";352;303;""
"LIPID_DIGESTION (GO:0044241)";22;17;""
"LIPID_DROPLET_DISASSEMBLY (GO:1905691)";7;NA;"Rejected!"
"LIPID_DROPLET_FORMATION (GO:0140042)";15;NA;"Rejected!"
"LIPID_DROPLET_FUSION (GO:0160077)";6;NA;"Rejected!"
"LIPID_DROPLET_ORGANIZATION (GO:0034389)";39;36;""
"LIPID_EXPORT_FROM_CELL (GO:0140353)";52;39;""
"LIPID_GLYCOSYLATION (GO:0030259)";12;NA;"Rejected!"
"LIPID_HOMEOSTASIS (GO:0055088)";193;153;""
"LIPID_HYDROXYLATION (GO:0002933)";7;NA;"Rejected!"
"LIPID_IMPORT_INTO_CELL (GO:0140354)";22;22;""
"LIPID_LOCALIZATION (GO:0010876)";486;399;""
"LIPID_METABOLIC_PROCESS (GO:0006629)";1400;NA;"Rejected!"
"LIPID_MODIFICATION (GO:0030258)";194;175;""
"LIPID_OXIDATION (GO:0034440)";114;105;""
"LIPID_PHOSPHORYLATION (GO:0046834)";10;NA;"Rejected!"
"LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER (GO:1990379)";6;NA;"Rejected!"
"LIPOPHAGY (GO:0061724)";8;NA;"Rejected!"
"LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY (GO:0031663)";63;53;""
"LIPOPROTEIN_BIOSYNTHETIC_PROCESS (GO:0042158)";49;43;""
"LIPOPROTEIN_CATABOLIC_PROCESS (GO:0042159)";15;NA;"Rejected!"
"LIPOPROTEIN_LOCALIZATION (GO:0044872)";27;23;""
"LIPOPROTEIN_METABOLIC_PROCESS (GO:0042157)";89;76;""
"LIPOPROTEIN_PARTICLE_MEDIATED_SIGNALING (GO:0055095)";5;NA;"Rejected!"
"LIPOSACCHARIDE_METABOLIC_PROCESS (GO:1903509)";114;98;""
"LIPOXIN_A4_METABOLIC_PROCESS (GO:2001302)";5;NA;"Rejected!"
"LIPOXIN_METABOLIC_PROCESS (GO:2001300)";6;NA;"Rejected!"
"LIPOXYGENASE_PATHWAY (GO:0019372)";11;NA;"Rejected!"
"LIVER_MORPHOGENESIS (GO:0072576)";24;22;""
"LIVER_REGENERATION (GO:0097421)";27;26;""
"LNCRNA_MEDIATED_POST_TRANSCRIPTIONAL_GENE_SILENCING (GO:0000512)";11;NA;"Rejected!"
"LNCRNA_TRANSCRIPTION (GO:0140742)";6;NA;"Rejected!"
"LOBAR_BRONCHUS_DEVELOPMENT (GO:0060482)";6;NA;"Rejected!"
"LOBAR_BRONCHUS_EPITHELIUM_DEVELOPMENT (GO:0060481)";5;NA;"Rejected!"
"LOCALIZATION_OF_CELL (GO:0051674)";6;NA;"Rejected!"
"LOCALIZATION_WITHIN_MEMBRANE (GO:0051668)";724;NA;"Rejected!"
"LOCOMOTION (GO:0040011)";1374;NA;"Rejected!"
"LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR (GO:0031987)";13;NA;"Rejected!"
"LOCOMOTORY_BEHAVIOR (GO:0007626)";217;189;""
"LOCOMOTORY_EXPLORATION_BEHAVIOR (GO:0035641)";16;NA;"Rejected!"
"LOCOMOTOR_RHYTHM (GO:0045475)";16;NA;"Rejected!"
"LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS (GO:0042759)";40;33;""
"LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS (GO:0042758)";9;NA;"Rejected!"
"LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0015911)";10;NA;"Rejected!"
"LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL (GO:0044539)";18;18;""
"LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS (GO:0001676)";109;92;""
"LONG_CHAIN_FATTY_ACID_TRANSPORT (GO:0015909)";65;52;""
"LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS (GO:0035338)";19;18;""
"LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS (GO:0035336)";25;24;""
"LONG_TERM_MEMORY (GO:0007616)";37;35;""
"LONG_TERM_SYNAPTIC_DEPRESSION (GO:0060292)";33;29;""
"LONG_TERM_SYNAPTIC_POTENTIATION (GO:0060291)";116;88;""
"LOOP_OF_HENLE_DEVELOPMENT (GO:0072070)";12;NA;"Rejected!"
"LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE (GO:0034383)";37;26;""
"LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING (GO:0034374)";16;NA;"Rejected!"
"LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS (GO:0032799)";6;NA;"Rejected!"
"LUNG_ALVEOLUS_DEVELOPMENT (GO:0048286)";55;53;""
"LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT (GO:0060484)";9;NA;"Rejected!"
"LUNG_CELL_DIFFERENTIATION (GO:0060479)";30;26;""
"LUNG_EPITHELIUM_DEVELOPMENT (GO:0060428)";48;41;""
"LUNG_GROWTH (GO:0060437)";6;NA;"Rejected!"
"LUNG_LOBE_DEVELOPMENT (GO:0060462)";8;NA;"Rejected!"
"LUNG_MORPHOGENESIS (GO:0060425)";61;56;""
"LUNG_SACCULE_DEVELOPMENT (GO:0060430)";9;NA;"Rejected!"
"LUNG_SECRETORY_CELL_DIFFERENTIATION (GO:0061140)";12;NA;"Rejected!"
"LUNG_VASCULATURE_DEVELOPMENT (GO:0060426)";11;NA;"Rejected!"
"LUTEINIZATION (GO:0001553)";12;NA;"Rejected!"
"LUTEINIZING_HORMONE_SECRETION (GO:0032275)";10;NA;"Rejected!"
"LUTEOLYSIS (GO:0001554)";8;NA;"Rejected!"
"LYMPHANGIOGENESIS (GO:0001946)";20;18;""
"LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION (GO:0060836)";8;NA;"Rejected!"
"LYMPHOCYTE_ACTIVATION (GO:0046649)";846;NA;"Rejected!"
"LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE (GO:0002285)";235;191;""
"LYMPHOCYTE_AGGREGATION (GO:0071593)";5;NA;"Rejected!"
"LYMPHOCYTE_ANERGY (GO:0002249)";9;NA;"Rejected!"
"LYMPHOCYTE_APOPTOTIC_PROCESS (GO:0070227)";86;74;""
"LYMPHOCYTE_CHEMOTAXIS (GO:0048247)";48;32;""
"LYMPHOCYTE_COSTIMULATION (GO:0031294)";50;42;""
"LYMPHOCYTE_DIFFERENTIATION (GO:0030098)";440;384;""
"LYMPHOCYTE_HOMEOSTASIS (GO:0002260)";83;72;""
"LYMPHOCYTE_MEDIATED_IMMUNITY (GO:0002449)";377;257;""
"LYMPHOCYTE_MIGRATION (GO:0072676)";114;91;""
"LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS (GO:0097021)";10;NA;"Rejected!"
"LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION (GO:0002320)";24;22;""
"LYMPH_NODE_DEVELOPMENT (GO:0048535)";21;20;""
"LYMPH_VESSEL_DEVELOPMENT (GO:0001945)";32;29;""
"LYMPH_VESSEL_MORPHOGENESIS (GO:0036303)";24;22;""
"LYSINE_METABOLIC_PROCESS (GO:0006553)";7;NA;"Rejected!"
"LYSOSOMAL_LUMEN_ACIDIFICATION (GO:0007042)";24;22;""
"LYSOSOMAL_MEMBRANE_ORGANIZATION (GO:0097212)";15;NA;"Rejected!"
"LYSOSOMAL_TRANSPORT (GO:0007041)";131;124;""
"LYTIC_VACUOLE_ORGANIZATION (GO:0080171)";113;105;""
"L_ALANINE_TRANSMEMBRANE_TRANSPORT (GO:1904557)";5;NA;"Rejected!"
"L_ALANINE_TRANSPORT (GO:0015808)";11;NA;"Rejected!"
"L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT (GO:1902475)";75;67;""
"L_AMINO_ACID_CATABOLIC_PROCESS (GO:0170035)";78;71;""
"L_AMINO_ACID_TRANSPORT (GO:0015807)";95;84;""
"L_ARGININE_BIOSYNTHETIC_PROCESS (GO:0006526)";5;NA;"Rejected!"
"L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0097638)";5;NA;"Rejected!"
"L_ARGININE_TRANSMEMBRANE_TRANSPORT (GO:1903826)";15;NA;"Rejected!"
"L_ASCORBIC_ACID_METABOLIC_PROCESS (GO:0019852)";11;NA;"Rejected!"
"L_ASPARTATE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0140009)";6;NA;"Rejected!"
"L_ASPARTATE_TRANSMEMBRANE_TRANSPORT (GO:0070778)";11;NA;"Rejected!"
"L_CYSTINE_TRANSPORT (GO:0015811)";6;NA;"Rejected!"
"L_GLUTAMATE_IMPORT (GO:0051938)";44;40;""
"L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:0098712)";18;17;""
"L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT (GO:0015813)";34;31;""
"L_GLUTAMINE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:1903803)";5;NA;"Rejected!"
"L_HISTIDINE_METABOLIC_PROCESS (GO:0006547)";8;NA;"Rejected!"
"L_HISTIDINE_TRANSMEMBRANE_TRANSPORT (GO:0089709)";6;NA;"Rejected!"
"L_KYNURENINE_METABOLIC_PROCESS (GO:0097052)";5;NA;"Rejected!"
"L_LEUCINE_CATABOLIC_PROCESS (GO:0006552)";7;NA;"Rejected!"
"L_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE (GO:1903801)";5;NA;"Rejected!"
"L_LEUCINE_METABOLIC_PROCESS (GO:0006551)";9;NA;"Rejected!"
"L_LEUCINE_TRANSPORT (GO:0015820)";10;NA;"Rejected!"
"L_LYSINE_TRANSPORT (GO:1902022)";9;NA;"Rejected!"
"L_PHENYLALANINE_METABOLIC_PROCESS (GO:0006558)";8;NA;"Rejected!"
"L_PROLINE_TRANSMEMBRANE_TRANSPORT (GO:1904555)";5;NA;"Rejected!"
"L_SERINE_BIOSYNTHETIC_PROCESS (GO:0006564)";6;NA;"Rejected!"
"L_SERINE_CATABOLIC_PROCESS (GO:0006565)";5;NA;"Rejected!"
"L_SERINE_METABOLIC_PROCESS (GO:0006563)";13;NA;"Rejected!"
"L_TRYPTOPHAN_CATABOLIC_PROCESS_TO_KYNURENINE (GO:0019441)";5;NA;"Rejected!"
"MACROAUTOPHAGY (GO:0016236)";384;358;""
"MACROMOLECULE_CATABOLIC_PROCESS (GO:0009057)";1594;NA;"Rejected!"
"MACROMOLECULE_DEACYLATION (GO:0098732)";41;39;""
"MACROMOLECULE_DEPALMITOYLATION (GO:0098734)";14;NA;"Rejected!"
"MACROMOLECULE_METHYLATION (GO:0043414)";124;121;""
"MACROPHAGE_ACTIVATION (GO:0042116)";116;94;""
"MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE (GO:0002281)";20;NA;"Rejected!"
"MACROPHAGE_APOPTOTIC_PROCESS (GO:0071888)";13;NA;"Rejected!"
"MACROPHAGE_CHEMOTAXIS (GO:0048246)";43;35;""
"MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION (GO:0036301)";7;NA;"Rejected!"
"MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY (GO:0038145)";7;NA;"Rejected!"
"MACROPHAGE_CYTOKINE_PRODUCTION (GO:0010934)";38;34;""
"MACROPHAGE_DIFFERENTIATION (GO:0030225)";74;65;""
"MACROPHAGE_FUSION (GO:0034238)";6;NA;"Rejected!"
"MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION (GO:0071608)";6;NA;"Rejected!"
"MACROPHAGE_MIGRATION (GO:1905517)";62;50;""
"MACROPHAGE_PROLIFERATION (GO:0061517)";13;NA;"Rejected!"
"MACROPINOCYTOSIS (GO:0044351)";11;NA;"Rejected!"
"MAGNESIUM_ION_HOMEOSTASIS (GO:0010960)";13;NA;"Rejected!"
"MAGNESIUM_ION_TRANSPORT (GO:0015693)";21;21;""
"MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY (GO:0048496)";5;NA;"Rejected!"
"MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY (GO:0035090)";7;NA;"Rejected!"
"MAINTENANCE_OF_BLOOD_BRAIN_BARRIER (GO:0035633)";39;37;""
"MAINTENANCE_OF_CELL_NUMBER (GO:0098727)";200;180;""
"MAINTENANCE_OF_CELL_POLARITY (GO:0030011)";14;NA;"Rejected!"
"MAINTENANCE_OF_CENTROSOME_LOCATION (GO:0051661)";6;NA;"Rejected!"
"MAINTENANCE_OF_DNA_REPEAT_ELEMENTS (GO:0043570)";7;NA;"Rejected!"
"MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM (GO:0030277)";25;23;""
"MAINTENANCE_OF_LENS_TRANSPARENCY (GO:0036438)";8;NA;"Rejected!"
"MAINTENANCE_OF_LOCATION (GO:0051235)";221;188;""
"MAINTENANCE_OF_ORGANELLE_LOCATION (GO:0051657)";11;NA;"Rejected!"
"MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE (GO:0099562)";6;NA;"Rejected!"
"MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE (GO:0098880)";11;NA;"Rejected!"
"MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE (GO:0048790)";8;NA;"Rejected!"
"MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM (GO:0035437)";13;NA;"Rejected!"
"MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE (GO:0072595)";45;44;""
"MAINTENANCE_OF_PROTEIN_LOCATION (GO:0045185)";67;62;""
"MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION (GO:0071694)";8;NA;"Rejected!"
"MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION (GO:0072656)";5;NA;"Rejected!"
"MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS (GO:0051457)";26;25;""
"MAINTENANCE_OF_SISTER_CHROMATID_COHESION (GO:0034086)";13;NA;"Rejected!"
"MAINTENANCE_OF_SYNAPSE_STRUCTURE (GO:0099558)";31;30;""
"MALATE_ASPARTATE_SHUTTLE (GO:0043490)";9;NA;"Rejected!"
"MALATE_METABOLIC_PROCESS (GO:0006108)";9;NA;"Rejected!"
"MALE_GAMETE_GENERATION (GO:0048232)";703;NA;"Rejected!"
"MALE_GENITALIA_DEVELOPMENT (GO:0030539)";23;21;""
"MALE_MATING_BEHAVIOR (GO:0060179)";8;NA;"Rejected!"
"MALE_MEIOSIS_I (GO:0007141)";29;22;""
"MALE_MEIOTIC_NUCLEAR_DIVISION (GO:0007140)";57;47;""
"MALE_SEX_DETERMINATION (GO:0030238)";14;NA;"Rejected!"
"MALE_SEX_DIFFERENTIATION (GO:0046661)";177;151;""
"MALONYL_COA_METABOLIC_PROCESS (GO:2001293)";6;NA;"Rejected!"
"MAMMALIAN_OOGENESIS_STAGE (GO:0022605)";11;NA;"Rejected!"
"MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT (GO:0060749)";20;17;""
"MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY (GO:0060745)";7;NA;"Rejected!"
"MAMMARY_GLAND_DEVELOPMENT (GO:0030879)";140;123;""
"MAMMARY_GLAND_DUCT_MORPHOGENESIS (GO:0060603)";34;31;""
"MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION (GO:0060644)";18;15;""
"MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION (GO:0033598)";28;26;""
"MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT (GO:0061180)";74;66;""
"MAMMARY_GLAND_FORMATION (GO:0060592)";7;NA;"Rejected!"
"MAMMARY_GLAND_INVOLUTION (GO:0060056)";10;NA;"Rejected!"
"MAMMARY_GLAND_MORPHOGENESIS (GO:0060443)";49;44;""
"MANCHETTE_ASSEMBLY (GO:1905198)";10;NA;"Rejected!"
"MANGANESE_ION_TRANSMEMBRANE_TRANSPORT (GO:0071421)";10;NA;"Rejected!"
"MANGANESE_ION_TRANSPORT (GO:0006828)";12;NA;"Rejected!"
"MANNOSE_METABOLIC_PROCESS (GO:0006013)";10;NA;"Rejected!"
"MANNOSYLATION (GO:0097502)";20;20;""
"MAPK_CASCADE (GO:0000165)";795;NA;"Rejected!"
"MARGINAL_ZONE_B_CELL_DIFFERENTIATION (GO:0002315)";11;NA;"Rejected!"
"MAST_CELL_ACTIVATION (GO:0045576)";74;66;""
"MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE (GO:0002279)";60;54;""
"MAST_CELL_CHEMOTAXIS (GO:0002551)";12;NA;"Rejected!"
"MAST_CELL_CYTOKINE_PRODUCTION (GO:0032762)";7;NA;"Rejected!"
"MAST_CELL_DIFFERENTIATION (GO:0060374)";7;NA;"Rejected!"
"MAST_CELL_HOMEOSTASIS (GO:0033023)";6;NA;"Rejected!"
"MAST_CELL_MIGRATION (GO:0097531)";15;NA;"Rejected!"
"MAST_CELL_PROLIFERATION (GO:0070662)";8;NA;"Rejected!"
"MATERNAL_PLACENTA_DEVELOPMENT (GO:0001893)";36;34;""
"MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY (GO:0060135)";60;53;""
"MATERNAL_PROCESS_INVOLVED_IN_PARTURITION (GO:0060137)";5;NA;"Rejected!"
"MATERNAL_TO_ZYTRANSITION_OF_GENE_EXPRESSION (GO:0160021)";6;NA;"Rejected!"
"MATING_BEHAVIOR (GO:0007617)";35;28;""
"MATURATION_OF_5_8S_RRNA (GO:0000460)";34;33;""
"MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA (GO:0000466)";23;22;""
"MATURATION_OF_LSU_RRNA (GO:0000470)";26;25;""
"MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA (GO:0000463)";17;16;""
"MATURATION_OF_SSU_RRNA (GO:0030490)";54;53;""
"MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA (GO:0000462)";35;34;""
"MATURE_B_CELL_DIFFERENTIATION (GO:0002335)";42;36;""
"MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION (GO:0097029)";6;NA;"Rejected!"
"MDA_5_SIGNALING_PATHWAY (GO:0039530)";11;NA;"Rejected!"
"MECHANORECEPTOR_DIFFERENTIATION (GO:0042490)";79;69;""
"MECHANOSENSORY_BEHAVIOR (GO:0007638)";16;NA;"Rejected!"
"MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS (GO:0051792)";6;NA;"Rejected!"
"MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS (GO:0051793)";5;NA;"Rejected!"
"MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS (GO:0051791)";15;NA;"Rejected!"
"MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS (GO:0036112)";6;NA;"Rejected!"
"MEGAKARYOCYTE_DEVELOPMENT (GO:0035855)";23;19;""
"MEGAKARYOCYTE_DIFFERENTIATION (GO:0030219)";67;56;""
"MEIOSIS_I_CELL_CYCLE_PROCESS (GO:0061982)";142;125;""
"MEIOTIC_ATTACHMENT_OF_TELOMERE_TO_NUCLEAR_ENVELOPE (GO:0070197)";5;NA;"Rejected!"
"MEIOTIC_CELL_CYCLE (GO:0051321)";298;264;""
"MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING (GO:0033313)";10;NA;"Rejected!"
"MEIOTIC_CELL_CYCLE_PHASE_TRANSITION (GO:0044771)";17;15;""
"MEIOTIC_CELL_CYCLE_PROCESS (GO:1903046)";226;199;""
"MEIOTIC_CELL_CYCLE_PROCESS_INVOLVED_IN_OOCYTE_MATURATION (GO:1903537)";7;NA;"Rejected!"
"MEIOTIC_CHROMOSOME_CONDENSATION (GO:0010032)";6;NA;"Rejected!"
"MEIOTIC_CHROMOSOME_SEGREGATION (GO:0045132)";97;87;""
"MEIOTIC_CHROMOSOME_SEPARATION (GO:0051307)";10;NA;"Rejected!"
"MEIOTIC_CYTOKINESIS (GO:0033206)";8;NA;"Rejected!"
"MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION (GO:0042138)";8;NA;"Rejected!"
"MEIOTIC_METAPHASE_CHROMOSOME_ALIGNMENT (GO:0051311)";5;NA;"Rejected!"
"MEIOTIC_SISTER_CHROMATID_COHESION (GO:0051177)";17;15;""
"MEIOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC (GO:0051754)";5;NA;"Rejected!"
"MEIOTIC_SPINDLE_ASSEMBLY (GO:0090306)";15;NA;"Rejected!"
"MEIOTIC_SPINDLE_ORGANIZATION (GO:0000212)";22;20;""
"MELANOCYTE_DIFFERENTIATION (GO:0030318)";24;22;""
"MELANOCYTE_PROLIFERATION (GO:0097325)";5;NA;"Rejected!"
"MELANOSOME_ASSEMBLY (GO:1903232)";19;18;""
"MEMBRANELESS_ORGANELLE_ASSEMBLY (GO:0140694)";437;411;""
"MEMBRANE_BIOGENESIS (GO:0044091)";70;64;""
"MEMBRANE_DEPOLARIZATION (GO:0051899)";100;82;""
"MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL (GO:0086010)";31;23;""
"MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL (GO:0086045)";6;NA;"Rejected!"
"MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL (GO:0086012)";23;16;""
"MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL (GO:0086046)";5;NA;"Rejected!"
"MEMBRANE_DISASSEMBLY (GO:0030397)";13;NA;"Rejected!"
"MEMBRANE_DOCKING (GO:0022406)";89;86;""
"MEMBRANE_FISSION (GO:0090148)";45;43;""
"MEMBRANE_FUSION (GO:0061025)";203;172;""
"MEMBRANE_HYPERPOLARIZATION (GO:0060081)";13;NA;"Rejected!"
"MEMBRANE_INVAGINATION (GO:0010324)";64;59;""
"MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS (GO:0046467)";153;138;""
"MEMBRANE_LIPID_CATABOLIC_PROCESS (GO:0046466)";54;47;""
"MEMBRANE_LIPID_METABOLIC_PROCESS (GO:0006643)";222;198;""
"MEMBRANE_ORGANIZATION (GO:0061024)";848;NA;"Rejected!"
"MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS (GO:0006509)";52;44;""
"MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS (GO:0031293)";14;NA;"Rejected!"
"MEMBRANE_PROTEIN_PROTEOLYSIS (GO:0033619)";64;55;""
"MEMBRANE_RAFT_ASSEMBLY (GO:0001765)";14;NA;"Rejected!"
"MEMBRANE_RAFT_LOCALIZATION (GO:0051665)";9;NA;"Rejected!"
"MEMBRANE_RAFT_ORGANIZATION (GO:0031579)";30;29;""
"MEMBRANE_REPOLARIZATION (GO:0086009)";58;43;""
"MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL (GO:0086011)";34;25;""
"MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL (GO:0098914)";7;NA;"Rejected!"
"MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL (GO:0098915)";19;NA;"Rejected!"
"MEMBRANE_TO_MEMBRANE_DOCKING (GO:0022614)";6;NA;"Rejected!"
"MEMBRANE_TUBULATION (GO:0097749)";6;NA;"Rejected!"
"MEMBRANOUS_SEPTUM_MORPHOGENESIS (GO:0003149)";10;NA;"Rejected!"
"MEMORY (GO:0007613)";131;118;""
"MENAQUINONE_CATABOLIC_PROCESS (GO:0042361)";5;NA;"Rejected!"
"MESANGIAL_CELL_DEVELOPMENT (GO:0072143)";6;NA;"Rejected!"
"MESANGIAL_CELL_DIFFERENTIATION (GO:0072007)";7;NA;"Rejected!"
"MESENCHYMAL_CELL_APOPTOTIC_PROCESS (GO:0097152)";15;15;""
"MESENCHYMAL_CELL_DEVELOPMENT (GO:0014031)";7;NA;"Rejected!"
"MESENCHYMAL_CELL_DIFFERENTIATION (GO:0048762)";273;240;""
"MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT (GO:0072161)";7;NA;"Rejected!"
"MESENCHYMAL_CELL_MIGRATION (GO:0090497)";62;59;""
"MESENCHYMAL_CELL_PROLIFERATION (GO:0010463)";47;41;""
"MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT (GO:0060916)";6;NA;"Rejected!"
"MESENCHYMAL_EPITHELIAL_CELL_SIGNALING (GO:0060638)";9;NA;"Rejected!"
"MESENCHYMAL_STEM_CELL_DIFFERENTIATION (GO:0072497)";14;NA;"Rejected!"
"MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS (GO:0072038)";6;NA;"Rejected!"
"MESENCHYMAL_STEM_CELL_PROLIFERATION (GO:0097168)";12;NA;"Rejected!"
"MESENCHYMAL_TO_EPITHELIAL_TRANSITION (GO:0060231)";20;17;""
"MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS (GO:0003337)";11;NA;"Rejected!"
"MESENCHYME_DEVELOPMENT (GO:0060485)";341;297;""
"MESENCHYME_MIGRATION (GO:0090131)";5;NA;"Rejected!"
"MESENCHYME_MORPHOGENESIS (GO:0072132)";62;60;""
"MESENDODERM_DEVELOPMENT (GO:0048382)";9;NA;"Rejected!"
"MESODERMAL_CELL_DIFFERENTIATION (GO:0048333)";35;30;""
"MESODERMAL_CELL_FATE_COMMITMENT (GO:0001710)";18;16;""
"MESODERMAL_CELL_FATE_SPECIFICATION (GO:0007501)";13;NA;"Rejected!"
"MESODERMAL_CELL_MIGRATION (GO:0008078)";6;NA;"Rejected!"
